Time[GMT],current_u[cm/s](10m),current_v[cm/s](10m),current_u[cm/s](14m),current_v[cm/s](14m),current_u[cm/s](18m),current_v[cm/s](18m),current_u[cm/s](22m),current_v[cm/s](22m),current_u[cm/s](26m),current_v[cm/s](26m),current_u[cm/s](30m),current_v[cm/s](30m),current_u[cm/s](34m),current_v[cm/s](34m),current_u[cm/s](38m),current_v[cm/s](38m),current_u[cm/s](42m),current_v[cm/s](42m),current_u[cm/s](46m),current_v[cm/s](46m),current_u[cm/s](50m),current_v[cm/s](50m),current_u[cm/s](54m),current_v[cm/s](54m),current_u[cm/s](58m),current_v[cm/s](58m),current_u[cm/s](62m),current_v[cm/s](62m)
2013/11/9 1:00,1.64,-19.05,1.11,-18.69,1.3,-18.63,0.52,-17.09,-0.87,-15.95,-2.05,-13.8,-2.77,-12.14,-2.93,-9.57,-2.25,-6.65,-0.96,-3.01,0.65,-0.74,1.67,1.03,0.61,-0.96,2.24,-1.51
2013/11/9 2:00,4.77,-23.12,4.45,-21.75,3.19,-20.36,1.4,-19.96,-0.04,-18,-0.76,-15.29,-2.13,-13.2,-1.51,-12.49,1.03,-9.52,4.37,-3.68,6.25,0.76,6.3,2.66,5.34,3.41,4.09,2.71
2013/11/9 3:00,13.49,-15.74,12.6,-15.91,10.63,-16.3,10.03,-16.38,11.48,-16.67,13.35,-15.26,13.24,-14.57,11.41,-13.03,10.1,-9.77,8.82,-6.61,9.48,-4,11.46,-3.29,13.35,-3.66,14.57,-4.22
2013/11/9 4:00,1.26,-12.68,1.01,-11.51,0.3,-10.57,-2,-9.19,-3.2,-9.03,-2.06,-7.64,-2.86,-6.73,-4.33,-4.98,-4.67,-3.52,-4.58,-2.13,-3.76,-1.04,-1.64,0.23,0.67,-0.84,2.86,-2.16
2013/11/9 5:00,4.54,-6.98,4.38,-7.13,3.24,-5.81,3.99,-2.44,2.35,-2.21,2.14,-1.54,2.06,-1.25,1.29,-0.44,1.77,1.06,1.68,2.71,1.31,4.27,2.2,5.8,4.37,4.16,6.17,2.72
2013/11/9 6:00,1.44,-3.01,0.65,-1.79,0.31,-1.37,0.45,-1.12,0.23,-0.77,-0.27,-1.86,-0.84,-3.08,-1.25,-2.06,-2.23,-1.94,-1.84,-0.14,-1.79,0.71,-1.63,3.27,0.29,6.57,1.84,7.67
2013/11/9 7:00,0.85,-8.94,-0.04,-10.47,-1.48,-10.91,-1.71,-10.14,-2.42,-8.16,-2.71,-5.85,-4.42,-4.7,-5.81,-3.56,-6.3,-1.61,-6.35,-0.79,-6.72,0.77,-6.01,3.91,-3.58,7.27,-0.83,8.53
2013/11/9 8:00,-2.7,-15.46,-4.1,-16,-3.27,-15.64,-3.15,-15.71,-3.79,-14.96,-4.22,-14.26,-5.08,-12.11,-7.08,-12.41,-8.52,-11.81,-9.28,-9.32,-8.91,-7.12,-8.12,-4.57,-6.36,-1.42,-4.13,0.51
2013/11/9 9:00,2.09,-17.45,1.63,-16.96,0.98,-16.54,0.94,-16.76,0.19,-16.36,-1.08,-15.28,-2.23,-12.19,-3.81,-11.83,-6.27,-11.64,-6.3,-9.14,-6.37,-6.86,-4.71,-4.79,-1.86,-3.5,1.25,-2.02
2013/11/9 10:00,0.56,-28.17,1.55,-27.65,1.77,-26.65,2.11,-25.71,1.3,-25.12,0,-22.9,-1.56,-19.51,-2.47,-17.59,-3.92,-14.9,-4.58,-13.74,-2.66,-14.2,-0.56,-14.92,-0.69,-16.21,-1.21,-16.89
2013/11/9 11:00,9.23,-20.6,9.13,-19.59,8.82,-19.26,8.5,-19.26,7.04,-18.24,5.07,-17.27,3.71,-14.87,2.42,-13.06,2.18,-11.57,3.48,-8.98,5.2,-9.49,7.13,-10.68,7.63,-11.26,7.24,-11.7
2013/11/9 12:00,16.87,-17.22,16.16,-16.6,15.99,-15.71,14.9,-13.85,13.61,-12.36,11.91,-10.58,9.49,-10.17,7.76,-8.61,6.48,-7.85,7.46,-7.65,9.21,-7.54,10.74,-9.47,10.6,-11.4,8.68,-11.98
2013/11/9 13:00,15,-10.06,13.86,-9.77,13.89,-9.87,12.8,-9.37,12.16,-8.31,12.01,-6.79,10.34,-5.1,8.81,-3.16,7.2,-0.62,7.74,0.69,7.98,2.96,7.53,2.72,5.88,-0.08,5.1,-0.95
2013/11/9 14:00,16.42,-12.34,14.99,-11.42,14.42,-11.59,14.35,-11.72,14.24,-11.02,12.77,-10.63,11.38,-10.22,10.84,-9.13,10.46,-6.84,9.63,-3.12,9.08,-1.3,9.46,-1.19,8.63,-1.54,8.69,-1.74
2013/11/9 15:00,10.72,-3.94,8.82,-4.21,7.61,-3.01,5.49,-2.92,4.49,-1.35,5.95,-1.32,6.24,0.44,6.13,1.14,5.31,2.46,4.91,4.12,4.91,6.52,6.75,6.98,7.58,5.66,6.66,5.91
2013/11/9 16:00,15.16,-3.42,15.52,-2.89,15.1,-2.18,14.12,-2.06,11.76,-1.53,8.95,-0.19,8.16,2.39,8.02,5.59,6.09,9.5,6.76,12.1,10.9,12.22,15.77,10.68,17.97,10.3,17.09,10.45
2013/11/9 17:00,6.94,5.68,6.96,5.27,6.61,6.1,6.21,6.71,5.25,6.42,4.28,6.54,2.79,7.65,1.78,10.58,2.1,12.98,3.28,14.91,4.04,15.87,3.56,14.68,2.75,12.55,2.37,12.44
2013/11/9 18:00,5.45,5.43,4.8,5.86,4.68,6.24,4.5,6.81,4.09,6.79,4.24,7.68,3.53,9.65,3.55,11.65,3.16,13.93,2.53,15.31,1.12,15.82,-0.51,15.01,-0.81,13.24,0.98,13.89
2013/11/9 19:00,9.3,1.38,9.77,1.21,8.42,1.53,7.77,1.96,6.23,3.58,5.3,5.59,4.5,6.81,4.66,8.01,5.58,8.08,7.29,7.98,8.29,9.12,8.67,10.28,8.34,12.38,8.97,10.69
2013/11/9 20:00,-3.72,-4.59,-4.24,-3.91,-4.23,-3.28,-4.83,-2.31,-5.71,-0.81,-5.39,0.86,-6.36,2.34,-6.73,4.22,-7.17,5.65,-7.17,5.65,-6.43,4.62,-6.13,3.98,-4.85,4.58,-2.66,2.53
2013/11/9 21:00,-0.96,-6.78,-1.08,-6.39,-1.11,-3.89,-1.02,-1.46,-1.25,1.71,-2.09,3.75,-3.4,4.29,-3.34,4.42,-4.67,4.32,-5.15,3.86,-4.95,1.83,-3.48,-1.27,-0.62,-5.84,0.37,-10.45
2013/11/9 22:00,-2.77,-4.61,-2.77,-4.61,-3.29,-3.93,-2.92,-4.13,-2.4,-4.81,-0.73,-3.78,1.6,-1.81,2.6,0.06,3.05,3.02,2.42,4.4,2.64,1.96,1.65,-3.68,0.08,-8.13,-2.81,-9.96
2013/11/9 23:00,4.36,-14.25,5.2,-14.62,6.27,-15.02,5.6,-15.23,6.34,-14.58,7.27,-15.24,6.85,-15.58,7.49,-15.28,8.89,-13.7,9.68,-15.24,10.9,-16.85,11.19,-19.17,6.07,-22.93,0.12,-26.73
2013/11/10 0:00,12.11,-10.2,12.01,-10.55,11.86,-10.07,11.13,-10.4,11.33,-10.03,12.22,-10.9,13.65,-11.82,15.94,-13.84,16.96,-13.74,16.65,-12.06,17.06,-12.35,14.93,-12.58,11.74,-17.53,8.3,-22.35
2013/11/10 1:00,10.52,-7.03,10.52,-7.03,10.8,-6.95,10.6,-7.32,10.27,-6.9,10.7,-7.29,11.76,-7.7,12.83,-8.1,13.56,-8.09,12.04,-7.93,10.55,-9.53,9.34,-7.29,8.81,-6.93,7.57,-7.31
2013/11/10 2:00,10.15,-6.52,9.48,-6.72,10.12,-6.42,10.22,-6.39,10.09,-6.33,9.77,-6.32,10.66,-6.15,10.06,-6.23,9.27,-5.01,8.6,-5.21,7.07,-5.68,5.08,-6.71,5.26,-4.88,7.49,-3.98
2013/11/10 3:00,13.44,-1.22,13.58,-2.02,13.07,-2.38,12.31,-2.3,10.52,-2.95,12.18,-3.59,12,-3.34,11.96,-3.56,11.72,-3.11,10.19,-2.53,9.27,-2.6,9.01,-3.83,11.22,-1.8,10.5,3.63
2013/11/10 4:00,9.62,0.01,9.41,-0.68,9.17,-1.27,9.48,-0.55,9.91,-0.94,9.45,-1.5,9.43,-1.09,9.21,-2.41,8.84,-1.9,8.1,-1.18,5.7,-1.19,4.93,-0.38,6.49,1.67,8.39,2.67
2013/11/10 5:00,14.43,8.91,13.53,9.78,12.51,10.73,12.22,11.68,10.31,11.1,9.22,11.92,8.84,11.8,7.71,12.4,7.42,11.99,6.57,12.36,6.2,11.52,5.59,11.12,6.58,11.32,9.96,12.56
2013/11/10 6:00,2.9,5.91,2.95,6.76,2.69,6.26,2.59,6.23,1.88,5.49,2.45,6.71,1.92,7.07,1.42,7.33,0.48,7.67,-0.23,8.61,-0.04,8.35,-0.84,9.26,-0.76,10.02,1.96,8.97
2013/11/10 7:00,3.28,7.38,3.23,7.89,2.9,8.63,2.88,8.72,2.68,8.66,3.74,8.98,4.38,9.29,3.78,8.16,2.33,8.45,1.8,8.81,2.48,9.33,0.76,10.17,-0.25,10.07,0.93,8.23
2013/11/10 8:00,2.7,3.13,2.96,3.31,2.76,2.94,2.5,2.44,2.93,0.69,3.44,1.05,3.6,1.21,2.09,0.01,0.49,0.78,-0.27,1.9,-1.16,1.74,-2.21,1.42,-3.54,-1.08,-6.58,-5.15
2013/11/10 9:00,5.94,-1.64,3.54,-1.32,1.49,0.25,-0.32,1.05,-1.04,1.35,-0.5,1.63,-0.48,2.26,-1.48,2.79,-1.46,3.74,-1.74,5.01,-1.82,4.25,-5.36,0.77,-9.54,-3.34,-9.59,-2.83
2013/11/10 10:00,2.32,-8.28,0.79,-7.71,0.02,-6.58,-0.72,-5.87,-1.28,-5.73,-2.07,-4.5,-2.2,-2.03,-2.79,-0.44,-3.17,-0.24,-3.17,-1.6,-3.63,-4.56,-5.81,-7.32,-8.21,-9.41,-11.15,-10.73
2013/11/10 11:00,1.05,-7.52,0.02,-7.94,-0.02,-7.12,-0.1,-6.51,-0.06,-6.29,0.18,-4.02,-0.11,-1.71,-0.13,-1.29,-0.84,-3.08,-2.7,-5.53,-5.17,-7.02,-8.49,-9.5,-9.46,-12.83,-9.2,-16.41
2013/11/10 12:00,3.65,-0.66,2.68,-2.95,2.32,-3.16,2.57,-2.25,2.14,-1.54,3.38,0.93,3.3,0.49,4.49,-1.35,4.19,-3.11,2.98,-4.63,-0.67,-6.37,-4.15,-7.96,-6.97,-10.71,-7.47,-13.89
2013/11/10 13:00,11.48,-6.42,10.74,-8.11,9.35,-8.02,8.95,-9.08,7.85,-9.94,8.4,-9.35,6.7,-9.25,6.36,-7.47,6.3,-7.28,6.59,-8.55,5.8,-11.09,3.92,-11.45,0.13,-11.04,-1.44,-13.09
2013/11/10 14:00,6.93,-1.12,4.8,-1.67,4.08,-2.73,2.68,-2.95,1.93,-3.59,0.95,-3.79,0.44,-3.84,-0.48,-2.87,-0.64,-2.7,-1.04,-6.17,0.84,-9.26,-0.5,-9.98,-1.99,-8.55,-0.6,-8.65
2013/11/10 15:00,7.65,-1.43,4.44,-0.84,3.34,-1.7,3.06,-1.78,2.53,-1.42,3.33,0.39,4.19,0.65,3.29,-0.15,1.27,-2.44,-0.21,-7.18,0.54,-8.93,0.66,-7.64,0.59,-5.68,2.12,-4.89
2013/11/10 16:00,8.23,4.19,5.63,4.86,4.8,4.81,5.46,4.7,7.05,6.02,7.21,6.18,6.66,5.91,4.78,6.59,1.65,3.85,1.3,1.23,2.01,-0.43,1.82,-0.49,2.4,0,2.71,0.72
2013/11/10 17:00,3.03,11.28,0.35,12.55,0.38,13.81,1.59,14.29,4.09,14.32,4.54,11.84,4.67,11.05,5.28,10.09,2.79,7.65,0.62,5.84,-0.92,5.05,-2.09,3.75,-0.46,4.25,-0.26,3.58
2013/11/10 18:00,-3.05,12.03,-2.76,13.48,-1.56,14.69,-1.5,14.81,-1.8,15.45,-1.68,16.43,-1.99,15.08,-2.85,12.41,-4.35,9.44,-7.68,7.69,-9.1,5.48,-8.69,5.5,-7.42,5.78,-6.54,3.96
2013/11/10 19:00,2.59,13.76,4.02,13.88,5.58,14.25,6.63,13.53,6.47,14.42,5.29,15.53,4.14,15.17,3.01,14.1,0.39,11.73,-2.24,10.4,-3.03,10.26,-2.54,8.64,-1.23,5.38,1.32,3.54
2013/11/10 20:00,-3.68,11.01,-2.79,11.17,-1.67,11.62,-1.18,11.04,-0.87,10.71,-1.4,11.07,-2.21,11.66,-2.63,12.37,-4.35,11.84,-8.22,9.09,-11.29,7.84,-10.04,5.82,-8.11,1.91,-7.45,-1.96
2013/11/10 21:00,-1.23,10.18,-0.65,10.68,-0.93,10.9,0.51,10.3,0.27,10.75,-2.09,12.64,-3.09,13.17,-2.77,13.17,-2.78,11.49,-5.98,8.63,-9.38,6.75,-8.52,3.25,-8.99,-1.39,-6.82,-4.7
2013/11/10 22:00,3.04,3.75,1.15,5.48,-0.73,6.16,-0.43,5.51,-0.34,6.59,-0.15,6.65,-2.6,7.15,-2.71,8.17,-1.71,7.32,-3.65,4.74,-6.48,2.72,-9.53,-0.3,-12.64,-3.13,-12.47,-4.02
2013/11/10 23:00,6.33,0.16,2.92,1.73,1.53,1.83,-0.1,2.37,-0.82,2.68,-0.93,3.38,-1.72,3.24,-2.44,3.54,-2.32,3.16,-2.98,2.23,-6.59,0.7,-8.85,-2.18,-8.77,-4.15,-8.55,-5.23
2013/11/11 0:00,19.49,3.97,15.85,3.9,14.07,4.93,13.05,5.56,11.67,6.29,10.14,7.18,9.17,7.3,9.36,6.31,8.25,4.82,6.43,3.95,3.91,1.93,2.31,-1.07,1.32,-3.99,0.93,-7.14
2013/11/11 1:00,11.67,-5.32,7.75,-5.16,3.48,-3.85,2.31,-2.43,1.98,-1.69,2.91,-1.31,3.12,-1.66,1.44,-3.33,-0.83,-4.12,-2.41,-6.49,-4.65,-8.74,-6.7,-10.94,-8.28,-11.21,-9.05,-14.17
2013/11/11 2:00,7.74,-6.52,6.84,-4.6,4.94,-2.46,3.8,-1.14,3.29,-0.15,2.81,-1.65,2.28,-2.33,2.31,-2.43,2.89,-1.94,0.57,-3.59,-1.89,-7.16,-4.55,-9.76,-5.86,-9.22,-5.78,-9.82
2013/11/11 3:00,8.46,-3.38,7.52,-0.31,6.45,2.5,5.85,3.78,5.54,4.1,5.84,4.5,7.75,3.73,7.62,3.48,7.26,4.31,7.98,5.37,6.3,2.66,4.21,0.24,3.04,-0.01,2.84,-1.43
2013/11/11 4:00,13.02,-2.92,12.36,-1.76,11.1,2.35,10.97,5.86,11.45,7.68,11.32,7.43,12.85,5.5,13.59,3.42,12.72,2.53,12.44,2.76,12.58,4.68,12.01,5.87,11.19,3.42,10.67,1.69
2013/11/11 5:00,5.53,-5.42,5.14,-4.49,6.36,-2.34,8.67,0.04,12.23,-0.34,14.04,-1.46,13.71,-2.08,11.6,-2.73,9.82,-3.38,8.51,-4.93,8.37,-5.49,8.63,-3.95,7.86,-3.14,7.66,-4.87
2013/11/11 6:00,5.83,1.47,4.98,3.2,6.23,3.58,7.46,5,9.87,5,10.81,3.62,11.19,2.38,11.65,0.53,9.69,1.81,7.19,5.55,5.79,6.37,4.34,6.66,3.65,5.51,4.47,1.79
2013/11/11 7:00,-6.76,6.72,-7.41,8.51,-7.05,9.03,-7.01,10.61,-6.06,10.59,-5.36,10.7,-3.13,10.23,-0.58,8.4,0.03,7.43,-2.37,8.79,-5.59,12.82,-7.98,13.45,-7,9.89,-6.62,8.33
2013/11/11 8:00,7.75,6.13,8.43,6.97,8.07,6.44,8.03,7.26,8.67,7.56,8.92,7.75,9.84,7.5,10.21,7.3,8.47,8.55,6.75,10.43,5.27,12.17,4.48,15.8,4.9,16.45,6.02,11.77
2013/11/11 9:00,3.2,2.55,2.08,2.42,1.94,1.85,1.85,4.22,2.77,5.66,4.74,6.05,3.91,5.69,0.77,5.36,-1.56,6.11,-2.41,7.53,-2.62,8.92,-3.4,8.37,-2.89,6.02,-3.19,2.9
2013/11/11 10:00,0.19,-1.3,1.64,-1.27,0.68,0.52,-1.67,1.69,-2.86,1.84,-2.41,3.45,-2.48,3.32,-4.04,3.99,-6.57,5.42,-6.88,7.1,-8.66,6.45,-9.81,5.05,-11.43,3.51,-13.23,0.87
2013/11/11 11:00,1.89,-1.41,2.8,-0.61,3.46,0.32,4.68,1.12,4.58,2.13,3.47,2,2.4,3.77,0.55,5.4,-1.5,5.92,-3.61,6.32,-3.55,7.17,-3.65,5.79,-5.03,1.08,-6.2,-3.67
2013/11/11 12:00,-0.13,-4.01,0.86,-2.46,1.89,-1.41,3.9,0.25,4.23,-0.17,2.34,-1.17,0.6,-0.24,-1.3,1.17,-2.86,3.2,-4.84,3.85,-6.21,3.22,-7.43,-1.02,-9.27,-5.24,-10.79,-7.8
2013/11/11 13:00,8.44,-7.77,8.85,-5.35,10.92,-4.61,12.63,-3.35,13.17,-3.4,12.94,-2.63,11.99,0.11,10.09,2.56,6.85,4.29,3.2,2.55,0.52,-0.68,-1.65,-3.85,-2.19,-6.52,-1.09,-7.03
2013/11/11 14:00,12.4,-16.6,11.7,-16.39,12.59,-15.18,14.58,-14.16,15.91,-11.34,15.94,-10.08,16.1,-8.88,15.58,-8.2,13.95,-6.3,11.29,-7.84,8.64,-9.8,6.22,-10.75,5.64,-10.93,6.6,-10.64
2013/11/11 15:00,7.54,-12.34,7.08,-11.53,7.35,-10.72,5.92,-8.75,5.42,-7.13,6.86,-6.37,7.75,-2.44,8.32,1.18,8.94,0.85,9.55,-2.52,9.02,-2.47,8.54,-1.26,6.05,-0.97,4.26,-0.26
2013/11/11 16:00,5.38,-7.66,4.88,-7.4,4.84,-4.9,4.93,-4.14,6.81,-3.46,9.07,-1.62,11.9,0.4,13.97,1.86,14.78,2.63,15.01,0.83,13.85,-1.52,12.57,-2.12,11.91,-0.65,10.22,1.45
2013/11/11 17:00,0.96,0.29,-0.58,2.23,0.02,3.35,1.48,3.7,1.81,4,2.41,5.44,4.9,6.2,7.77,4.68,7.73,4.14,6.51,4.71,4.95,5.7,4.34,7.7,4.1,8.15,3.65,8.23
2013/11/11 18:00,8.77,2.79,8,2.24,9.2,2.4,9.55,2.29,9.4,4.13,8.58,5.45,8.36,7.89,10.37,7.46,12.36,7.44,13.03,7.33,12.46,5.07,11.1,4.75,8.08,5.71,6.07,6.14
2013/11/11 19:00,0.9,6.97,0.46,5.68,-0.02,6.9,-0.82,8.85,-0.84,9.26,-0.8,10.84,2.02,12.54,4.86,13.51,2.11,12.25,-1.44,10.85,-0.42,8.55,1.85,5.58,1.72,4.29,1.28,4.36
2013/11/11 20:00,0.75,13.61,0.85,12.28,1.05,11.61,2.39,14.74,3.34,15.76,4.53,15.29,5.7,15.23,6.58,15.08,7.14,13.58,5.69,11.15,2.21,9.88,-0.98,7.65,-1.05,6.16,0.04,5.34
2013/11/11 21:00,0.9,14.5,1.01,12.44,1.48,10.91,2.23,11.87,2.2,11.97,2.4,11.3,2.58,10.72,2.8,9.64,3.92,8.73,3.74,6.58,2.88,4.96,-0.59,5.36,-3.35,6.51,-4.29,5.49
2013/11/11 22:00,-0.56,9.03,-1.7,7.95,-2.36,6.7,-1.87,6.12,-2.67,5.67,-2.19,4.77,-2.56,3.92,-2.87,4.25,-1.19,2.88,-0.73,1.03,-1.39,1.46,-3.36,3.47,-4.63,4.54,-5.23,2.06
2013/11/11 23:00,5.53,6.19,7.26,5.67,8.87,4.17,9.77,3.61,8.51,3.65,7.28,3.9,5.92,3.9,2.56,3.61,0.65,3.02,0.67,1.56,2.44,0.22,-0.03,-1.26,-1.3,-7.72,-3.12,-12.35
2013/11/12 0:00,7.96,8.18,7,7.89,6.48,7.52,6.09,7.09,4.61,5.8,3.81,5.66,1.78,4.1,0.76,-0.08,-1.77,-2.42,-6.61,-3.69,-10.52,-4.58,-11.38,-6.2,-11.47,-6.96,-11.43,-10.5
2013/11/12 1:00,15.54,5.27,14.49,6.31,14.56,5.39,15.48,4.42,16.15,4.62,15.53,3.6,14.54,3.4,12.64,2.09,9.93,0,7.83,-0.64,4.72,-1.07,0.9,-3.28,-1.03,-5.86,-1.79,-8.5
2013/11/12 2:00,14.24,-1.08,14.37,-0.83,13.25,-1.28,12.43,-2.68,11.12,-4.55,9.25,-5.64,6.61,-6.56,3.82,-8.04,1.41,-9.4,-1.36,-9.93,-2.66,-11.48,-2.31,-13.99,-3.23,-15.42,-4.95,-15.63
2013/11/12 3:00,13.99,5.53,15.18,5.06,14.35,4.7,15.31,3.63,15.9,0.68,16,-1.38,14.63,-2.01,12.21,-2.65,7.02,-2.45,3.46,-4.48,0.74,-6.88,-0.18,-8.31,-1.47,-8.19,-0.94,-9.59
2013/11/12 4:00,12.87,1.01,11.43,1.61,10.59,0.94,10.94,1.15,11.9,1.44,11.27,1.77,10.3,1.89,8.97,0.76,7.36,-1.83,6.7,-5.17,4.1,-6.9,1.22,-8.1,0.48,-7.38,1.41,-6.68
2013/11/12 5:00,10.57,-4.82,10.43,-4.03,10.19,-3.58,10.55,-3.05,9.91,-2.3,8,-1.21,4.57,0.77,1.65,0.09,1.79,-3.11,2.44,-5.94,2.8,-8.14,3.2,-8.75,4,-9.65,3.34,-9.23
2013/11/12 6:00,11.22,-1.48,10.01,0.45,9.29,0.75,7.87,2.3,7.25,2.63,6.66,3.19,6.38,4.77,3.84,7.97,1.95,7.29,-0.8,6.03,-0.58,3.27,0.19,0.06,0.76,-0.08,0.29,2.81
2013/11/12 7:00,15.22,-1.2,16.87,-2.16,18.04,-0.86,16.82,0.75,16.19,2.13,16.88,4.64,16.54,4.74,14.78,4,12.45,3.39,9.73,4.44,9.13,4.67,9.97,6.39,9.53,7.83,9.68,7.67
2013/11/12 8:00,15.71,1.98,15.25,2.47,12.84,3.51,12.93,4.9,13.58,6.56,13.6,7.5,13.53,8.42,11.72,9.54,8.75,10.73,7.04,12.19,6.13,11.08,6.13,9.72,6.29,8.83,6.68,6.54
2013/11/12 9:00,7.5,1.46,7.05,1.22,6.61,1.29,5.75,1.03,4.72,2.7,5.05,4.68,4.71,6.15,4.03,8.03,2.72,11.29,2.38,14.11,2,13.99,-0.13,11.04,-1.69,8.27,-1.98,6.82
2013/11/12 10:00,12.84,-7.79,12.35,-7.21,11.5,-8.2,11.3,-7.21,11.84,-4.54,11.75,-1.84,11.43,0.57,12.29,0.83,13.45,1.5,12.8,2.24,10.49,6.03,7.51,5.54,4.87,1.17,2.91,-2.35
2013/11/12 11:00,9.9,-8.79,8.08,-6.94,7.04,-4.54,7.85,-3.45,8.91,-1.77,9.27,1.16,9.32,2.01,9.3,2.42,9.04,2.24,9.48,4.57,7.97,5.05,4.75,2.6,1.23,1.11,0.14,0.57
2013/11/12 12:00,0.88,-7.68,0.5,-6.43,-0.92,-3.84,0.71,-1.98,2.57,-0.89,3.39,2.6,2.47,3.89,2.76,3.98,5.02,4.78,4.98,5.6,1.63,3.22,-1.88,0.68,-2.69,1.27,-2.61,2.03
2013/11/12 13:00,0.55,-23.36,1.41,-22.05,1.2,-20.34,1.16,-19.51,0.83,-17.42,0.69,-14.22,1.98,-11.94,4.59,-9.89,7.12,-8.91,8.41,-7.68,5.78,-7.96,2.79,-8.45,0.79,-7.71,-1.74,-8.69
2013/11/12 14:00,-6.58,-22.93,-5.97,-23.58,-4.88,-21.99,-5.44,-20.17,-6.18,-18.1,-5.42,-15.78,-3.83,-13.82,0.54,-12.7,4.13,-13.17,4.47,-12.23,3.65,-10.91,1.44,-10.54,-0.77,-10.48,-1.31,-10.44
2013/11/12 15:00,-5.57,-16.34,-5.19,-16.54,-4.09,-15.37,-4.25,-14.16,-4.54,-13.2,-3.81,-11.83,-2.75,-10.15,-0.95,-8.86,1.4,-11.07,4.36,-11.53,6.47,-9.53,6.3,-8.64,5.18,-9.08,2.9,-10.51
2013/11/12 16:00,-0.41,-15.08,0.14,-14.49,-0.34,-13.59,-0.58,-13.14,0,-13.7,0.97,-14.13,1.46,-15.03,3.5,-19.32,5.32,-19.81,8.45,-18.75,12.4,-16.6,14.26,-12.79,13.23,-9.76,13.55,-9.77
2013/11/12 17:00,0.58,-7.04,1.48,-5.19,1.83,-5.3,0.7,-3.66,-0.24,-3.32,-0.98,-5.01,-1.81,-6.72,-1.77,-8.91,-1.97,-9.28,0.43,-7.92,4.69,-4.74,9.67,-1.54,13.03,-1.56,14.22,-4.44
2013/11/12 18:00,-1.75,-6.6,-1.32,-7.31,-2.07,-6.91,-2.95,-7.8,-4.68,-10.01,-4.32,-12.2,-4.2,-12.26,-4.89,-12.06,-4.75,-11.49,-3.6,-11.14,-0.42,-10.59,4.67,-6.73,7.52,-0.31,8.5,3.33
2013/11/12 19:00,-3.71,-9.08,-5.34,-9.89,-4.3,-9.89,-6.68,-10.3,-7.22,-10.57,-7.21,-11.3,-6.76,-12.1,-7.66,-11.54,-7.49,-11.07,-7.14,-11.18,-5.83,-10.67,-0.75,-9.85,4.68,-6.41,7.04,-4.54
2013/11/12 20:00,1.44,-7.09,1.41,-6.99,1.11,-6.04,-0.13,-5.06,-0.59,-4.57,-2.51,-5.47,-4.95,-5.7,-6.33,-7.69,-6.69,-9.26,-7.79,-9.07,-6.25,-8.29,-2.88,-7.68,1.06,-8.25,6.27,-8.54
2013/11/12 21:00,-3.58,-6.43,-3.38,-5.01,-4.19,-5.46,-3.98,-6.13,-2.73,-5.44,-1.62,-5.31,-1.26,-4.78,-1.85,-4.54,-2.35,-5.32,-2,-6.78,-1.03,-6.9,0.15,-8.01,0.91,-9.13,2.12,-7.61
2013/11/12 22:00,-4.02,-2.59,-3.54,-1.08,-2.2,-0.67,-3.79,-0.95,-4.12,-0.21,-3.98,0.35,-3.74,0.95,-3.79,0.41,-2.82,1.02,-2.82,-0.02,-3.59,-0.57,-2.37,-2.5,-1.78,-4.1,-0.8,-5.58
2013/11/12 23:00,-1.28,-6.77,-1.31,-5.63,-0.91,-5.92,-1.75,-6.6,-2.51,-7.88,-2.64,-7.08,-2.26,-5.61,-2.58,-4.55,-2.42,-3.04,-1.13,-2.12,-0.49,-3.18,-0.53,-5.81,-1.55,-8.94,-1.65,-10.33
2013/11/13 0:00,-8.12,-14.82,-8.68,-13.32,-7.28,-12.79,-8.71,-12.91,-9.88,-13.16,-9.87,-12.85,-9.66,-11.84,-7.93,-12.04,-6.87,-11.72,-7.93,-12.04,-9.43,-12.92,-10.95,-14.12,-12,-15.8,-12.55,-18.48
2013/11/13 1:00,-8.86,-16.51,-9.65,-16.33,-9.78,-16.58,-9.62,-16.43,-10.15,-16.38,-9.34,-15.61,-10.04,-15.72,-10.34,-15.08,-10.55,-13.37,-10.36,-10.91,-11.73,-11.22,-13.59,-13.36,-14.62,-16.49,-14.05,-17.99
2013/11/13 2:00,0.19,-17.72,0.18,-16.99,-0.33,-15.68,0.26,-17.59,0.08,-17.02,0.08,-17.02,0.09,-16.7,0.27,-14.56,1.12,-13.25,0.44,-14.09,-1.04,-15.06,-2.03,-15.26,-3.83,-16.54,-4.73,-15.98
2013/11/13 3:00,-0.25,-19,-0.14,-19.39,0.5,-16.68,-0.36,-18.31,-1.04,-17.47,-1.21,-17.94,-0.64,-16.72,0.32,-15.07,0.37,-15.57,-1.29,-15.97,-4.13,-18.31,-5.87,-19.47,-7.58,-19.68,-8.6,-17.37
2013/11/13 4:00,-0.54,-16.37,-1.55,-16.47,-1.07,-14.97,-1,-14.84,-1.36,-15.05,-1.89,-15.01,-1.99,-15.04,-1.12,-15.5,-0.95,-16.39,-0.88,-16.27,-0.81,-14.47,-0.79,-11.43,-1.17,-11.55,-1.21,-10.41
